date_shipped,from_zipcode,to_zipcode,total_animals,tau_hours
02/16/2022,95135,91526,24,3.24
02/16/2022,30398,90066,5,24.0
02/16/2022,57432,55588,137,7.36
02/16/2022,54795,68566,6,19.17
02/16/2022,69227,68015,5,8.6
02/16/2022,43147,43692,151,5.14
02/16/2022,28255,60857,1,15.12
02/16/2022,97251,97819,9,6.83
02/16/2022,67026,37531,5,16.78
02/16/2022,47794,46853,13,3.89
02/16/2022,57109,57432,5,4.19
02/17/2022,38533,38540,1,5.74
02/17/2022,68596,68566,1,4.14
02/17/2022,66950,69043,59,3.18
02/17/2022,28798,40285,6,6.89
02/17/2022,92679,90967,8,6.36
02/17/2022,54795,51915,15,12.7
02/17/2022,90621,94553,3,6.44
02/17/2022,67888,66429,15,4.45
02/17/2022,78955,76978,2,5.47
02/17/2022,67776,48029,10,17.68
02/17/2022,60774,62628,6,5.68
02/17/2022,90999,92682,29,8.2
02/17/2022,69005,68596,14,3.26
02/17/2022,55179,56495,5,4.84
02/17/2022,76891,75648,15,6.29
02/17/2022,46853,55337,8,14.56
02/17/2022,55686,52245,12,7.8
02/17/2022,67690,61215,53,12.99
02/17/2022,55337,55208,6,3.36
02/17/2022,68015,69005,14,6.8
02/17/2022,31100,30964,12,6.35
02/17/2022,59053,59535,15,6.6
02/17/2022,52514,62152,5,12.47
02/17/2022,92936,92834,156,6.66
02/17/2022,49527,63899,6,17.04
02/17/2022,80404,80769,3,5.48
02/17/2022,31652,30398,14,3.43
02/17/2022,97479,97627,15,5.26
02/17/2022,68737,68566,59,4.37
02/17/2022,15331,17829,6,4.59
02/17/2022,30930,31100,14,4.61
02/17/2022,83545,83392,53,3.43
02/17/2022,97182,53679,3,24.0
02/17/2022,49697,49591,6,5.56
02/17/2022,79866,79522,4,5.66
02/17/2022,13364,12518,14,3.04
02/17/2022,73021,76880,2,6.93
02/17/2022,65165,68920,52,6.58
02/17/2022,73369,30058,140,21.52
02/17/2022,38533,37531,10,4.62
02/17/2022,53679,52245,12,8.27
02/17/2022,30930,30964,12,3.79
02/17/2022,38533,37531,1,4.62
02/17/2022,31100,30930,54,4.61
02/17/2022,59053,59090,7,4.42
02/17/2022,67888,67453,11,3.48
02/17/2022,11993,31100,7,14.13
02/17/2022,51613,17829,64,20.96
02/17/2022,97823,99310,9,8.03
02/17/2022,83392,34681,9,24.0
02/17/2022,57627,57432,43,4.24
02/17/2022,83545,92480,2,14.21
02/17/2022,49697,54971,1,7.34
02/17/2022,41193,76107,4,15.22
02/17/2022,55588,66473,15,7.28
02/18/2022,94039,90967,42,7.28
02/18/2022,56123,56495,9,2.28
02/18/2022,75648,76107,3,2.87
02/18/2022,97251,97627,73,6.49
02/18/2022,98235,97363,11,6.42
02/18/2022,67856,66429,15,3.8
02/18/2022,90967,94039,2,7.28
02/18/2022,46753,46617,12,4.18
02/18/2022,53941,55337,50,6.71
02/18/2022,55337,55208,43,3.36
02/18/2022,75648,30964,2,17.72
02/18/2022,94295,85052,8,13.44
02/18/2022,55337,58039,6,7.48
02/18/2022,46061,46380,38,4.48
02/18/2022,10050,11682,2,4.8
02/18/2022,44507,43122,6,3.14
02/18/2022,55588,94039,27,24.0
02/18/2022,16988,18248,10,3.87
02/18/2022,43122,67026,15,20.7
02/18/2022,99361,97808,2,6.82
02/18/2022,76880,78718,6,4.14
02/18/2022,52294,52245,50,3.97
02/18/2022,68596,68566,6,4.14
02/18/2022,27694,27541,5,6.02
02/18/2022,10050,18330,1,5.92
02/18/2022,53679,62441,11,10.23
02/18/2022,37531,74236,5,16.91
02/18/2022,80769,81151,2,3.71
02/18/2022,83545,83574,7,2.96
02/18/2022,51345,52388,9,2.89
02/18/2022,30398,30964,2,7.0
02/18/2022,31100,30964,9,6.35
02/18/2022,16237,18483,2,2.98
02/18/2022,67888,66552,15,2.7
02/18/2022,37531,76107,6,20.16
02/18/2022,30964,77839,10,17.07
02/18/2022,67026,67888,2,6.19
02/18/2022,85712,85319,58,4.65
02/18/2022,55337,48155,58,12.1
02/18/2022,49591,49697,15,5.56
02/18/2022,52245,51704,9,5.87
02/18/2022,54212,48286,15,7.78
02/18/2022,63033,64283,7,5.73
02/18/2022,73517,74693,11,6.81
02/18/2022,43122,45228,165,3.3
02/18/2022,76460,76107,7,3.52
02/18/2022,68566,43819,7,22.94
02/18/2022,37531,32577,13,16.01
02/18/2022,92679,90999,14,8.08
02/19/2022,30964,30930,7,3.79
02/19/2022,55337,56256,6,5.55
02/19/2022,56495,55337,59,3.37
02/19/2022,97136,97479,179,3.87
02/19/2022,47051,56495,9,14.12
02/19/2022,76107,76978,14,3.65
02/19/2022,76891,79853,2,4.06
02/19/2022,92679,95340,13,4.38
02/19/2022,74105,40285,2,19.09
02/19/2022,78445,74693,4,9.49
02/19/2022,43819,45228,11,3.34
02/19/2022,52689,52227,1,4.84
02/19/2022,62185,28255,56,16.27
02/19/2022,37531,38533,4,4.62
02/19/2022,58339,55337,12,8.85
02/19/2022,61964,53679,84,7.08
02/19/2022,83545,81151,4,13.99
02/19/2022,37531,55515,12,15.59
02/19/2022,51345,52377,34,4.13
02/19/2022,74753,76107,14,8.13
02/19/2022,76880,83545,57,24.0
02/19/2022,76107,79853,7,3.64
02/19/2022,92936,94553,15,6.31
02/19/2022,31100,30964,18,6.35
02/19/2022,68015,68620,83,4.08
02/19/2022,55337,53324,1,9.55
02/19/2022,46617,52245,19,10.46
02/19/2022,37531,37109,12,4.0
02/19/2022,17829,19554,10,2.94
02/19/2022,52227,52245,6,3.0
02/19/2022,14767,14327,50,4.37
02/19/2022,76107,77826,5,3.89
02/19/2022,57721,57627,5,8.17
02/19/2022,43122,52245,43,15.51
02/19/2022,78718,76107,8,4.36
02/19/2022,45228,43122,9,3.3
02/19/2022,90621,94552,6,3.88
02/19/2022,17829,16988,21,3.02
02/19/2022,63899,68596,14,10.46
02/19/2022,53679,45046,14,11.31
02/19/2022,90967,90835,39,4.43
02/19/2022,94039,92834,49,3.61
02/19/2022,73703,52162,9,8.5
02/19/2022,95726,85305,7,11.93
02/19/2022,92834,90999,29,7.25
02/19/2022,91526,92834,6,5.38
02/19/2022,77122,76107,6,4.07
02/19/2022,74917,40285,11,16.0
02/19/2022,37531,74933,12,15.25
02/19/2022,46853,55337,2,14.56
02/19/2022,28741,57627,4,24.0
02/19/2022,55337,56495,1,3.37
02/19/2022,76107,78445,11,3.47
02/19/2022,48560,48939,5,5.98
02/19/2022,83392,59090,10,6.33
02/19/2022,76880,30964,7,17.34
02/19/2022,31100,58856,14,24.0
02/19/2022,54262,52245,12,10.64
02/19/2022,46117,54936,13,8.6
02/19/2022,48286,48560,14,4.69
02/19/2022,24316,22339,40,4.45
02/19/2022,31100,76107,14,20.06
02/20/2022,52730,76107,8,15.31
02/20/2022,28255,51345,15,20.64
02/20/2022,74173,74693,4,3.2
02/20/2022,85052,86274,6,4.71
02/20/2022,41147,40520,43,3.62
02/20/2022,22339,22010,10,5.07
02/20/2022,67026,66220,2,5.48
02/20/2022,43147,45228,48,3.67
02/20/2022,57721,57627,3,8.17
02/20/2022,92834,95340,147,5.6
02/20/2022,78955,75376,2,5.42
02/20/2022,37218,37531,6,6.86
02/20/2022,31100,30964,57,6.35
02/20/2022,24316,67189,7,23.83
02/20/2022,62957,62185,15,2.88
02/20/2022,76107,75788,7,4.57
02/20/2022,37531,38009,143,6.32
02/20/2022,57721,58617,13,7.08
02/20/2022,18330,17829,10,2.94
02/20/2022,53679,68596,3,13.88
02/20/2022,34681,62185,171,21.78
02/20/2022,18483,17829,2,5.13
02/20/2022,62185,51769,12,5.71
02/20/2022,64900,63694,22,6.34
02/20/2022,97627,97363,11,5.14
02/20/2022,56495,54971,1,7.25
02/20/2022,37531,38540,13,6.82
02/20/2022,68015,68851,7,9.44
02/20/2022,57721,57432,6,6.38
02/20/2022,54212,53941,7,2.36
02/20/2022,68566,63899,4,12.52
02/20/2022,90757,90967,89,6.66
02/20/2022,34534,34450,12,3.71
02/20/2022,48939,53679,8,4.93
02/21/2022,62185,85305,8,22.74
02/21/2022,98139,99003,11,4.44
02/21/2022,61213,62185,12,4.57
02/21/2022,97808,94039,24,8.65
02/21/2022,55337,55454,13,4.44
02/21/2022,51382,56495,6,4.35
02/21/2022,90967,91446,14,4.28
02/21/2022,90967,92834,4,6.63
02/21/2022,68566,68596,15,4.14
02/21/2022,55588,55337,7,4.93
02/21/2022,30930,31100,47,4.61
02/21/2022,54810,47898,4,6.95
02/21/2022,80769,81686,32,5.17
02/21/2022,67026,45228,6,21.39
02/21/2022,53477,53679,40,4.91
02/21/2022,79203,74933,11,5.83
02/21/2022,57721,55588,5,3.21
02/21/2022,91446,85305,7,13.52
02/21/2022,59090,59053,23,4.42
02/21/2022,38533,37531,54,4.62
02/21/2022,52245,50263,1,3.76
02/21/2022,59127,59053,59,3.67
02/21/2022,56510,55588,118,6.22
02/21/2022,51345,52294,38,6.65
02/21/2022,74267,67580,5,9.69
02/21/2022,98272,98813,15,3.04
02/21/2022,73966,74693,36,7.71
02/21/2022,63899,62185,51,6.07
02/21/2022,30964,78718,2,15.36
02/21/2022,66473,67026,3,6.06
02/21/2022,43122,53679,6,11.11
02/21/2022,54810,53941,43,5.45
02/21/2022,85305,28898,9,24.0
02/21/2022,68566,68596,126,4.14
02/21/2022,79036,79104,9,5.29
02/21/2022,73021,74933,10,4.21
02/21/2022,10050,11353,6,4.52
02/21/2022,54401,53941,37,4.69
02/21/2022,92834,94039,7,3.61
02/21/2022,51345,58760,5,11.57
02/21/2022,68596,85319,2,17.11
02/21/2022,55588,56510,10,6.22
02/21/2022,40285,41115,33,8.32
02/22/2022,53679,46612,2,8.38
02/22/2022,23012,24126,12,5.47
02/22/2022,52227,52245,4,3.0
02/22/2022,55337,53679,13,8.54
02/22/2022,57721,57325,4,6.21
02/22/2022,83898,83322,98,5.49
02/22/2022,30964,28841,94,8.3
02/22/2022,52377,52514,8,2.79
02/22/2022,78718,30964,10,15.36
02/22/2022,27694,28841,28,5.5
02/22/2022,74629,76107,13,6.38
02/22/2022,55588,55485,11,3.59
02/22/2022,54992,55337,7,5.78
02/22/2022,37531,42612,146,3.05
02/22/2022,66350,53679,87,13.02
02/22/2022,31100,77439,2,18.28
02/22/2022,40285,41542,2,6.02
02/22/2022,52689,51345,9,7.34
02/22/2022,55337,56495,24,3.37
02/22/2022,34534,22010,12,13.66
02/22/2022,68620,68216,14,6.13
02/22/2022,90999,51621,2,24.0
02/22/2022,90167,83392,13,13.32
02/22/2022,77826,41480,9,18.11
02/22/2022,58843,68596,2,10.51
02/22/2022,30930,74917,138,13.52
02/22/2022,14767,13364,49,3.29
02/22/2022,46380,48404,49,6.2
02/22/2022,76414,76107,59,7.43
02/22/2022,67026,66350,9,4.69
02/22/2022,67026,68596,10,4.32
02/22/2022,67026,66552,6,6.15
02/22/2022,54401,52514,8,10.97
02/22/2022,98762,99180,2,4.09
02/22/2022,98235,92834,41,14.69
02/22/2022,92679,99142,12,17.13
02/22/2022,57627,51345,14,13.15
02/23/2022,32577,28841,7,9.04
02/23/2022,83392,83322,1,4.86
02/23/2022,75648,76107,4,2.87
02/23/2022,68620,68596,10,3.85
02/23/2022,79104,76107,6,6.11
02/23/2022,55454,55588,8,7.31
02/23/2022,18330,16988,17,2.64
02/23/2022,40683,41147,3,5.85
02/23/2022,48939,49697,58,3.53
02/23/2022,90967,94553,32,6.77
02/23/2022,23516,53679,7,14.4
02/23/2022,94390,75648,153,24.0
02/23/2022,38540,63294,15,12.68
02/23/2022,44777,57721,13,18.01
02/23/2022,58075,66473,33,13.59
02/23/2022,68360,63294,13,14.58
02/23/2022,30964,31100,140,6.35
02/23/2022,85583,85305,12,6.97
02/23/2022,97479,30964,8,24.0
02/23/2022,66291,68609,29,5.59
02/23/2022,48964,50022,4,9.21
02/23/2022,68566,68827,8,6.3
02/23/2022,17829,16988,4,3.02
02/23/2022,67690,51345,13,2.2
02/23/2022,98235,92834,14,14.69
02/23/2022,42640,28841,15,11.04
02/23/2022,52245,43122,17,15.51
02/23/2022,56495,55337,3,3.37
02/23/2022,33361,41147,1,15.69
02/23/2022,52245,85357,4,21.06
02/23/2022,95135,91446,18,3.25
02/23/2022,56123,55337,14,3.12
02/23/2022,33185,99127,15,24.0
02/23/2022,97808,97251,51,4.51
02/23/2022,97627,97856,13,6.52
02/23/2022,37531,38533,2,4.62
02/23/2022,67888,67856,10,2.77
02/23/2022,53679,53782,14,3.95
02/23/2022,79853,78718,142,3.57
02/23/2022,57432,83392,13,16.99
02/23/2022,79036,79487,34,5.76
02/23/2022,85305,85052,57,4.93
02/23/2022,49879,48578,10,3.57
02/23/2022,24316,23516,8,3.35
02/23/2022,66350,83545,15,18.34
02/23/2022,30964,40285,15,14.57
02/23/2022,78779,76107,3,3.18
02/23/2022,76107,79853,7,3.64
02/23/2022,90999,95726,11,7.95
02/23/2022,50490,52514,110,7.37
02/24/2022,59127,59053,15,3.67
02/24/2022,57721,57109,13,7.82
02/24/2022,56510,55208,4,5.18
02/24/2022,75648,76107,135,2.87
02/24/2022,45228,43122,4,3.3
02/24/2022,68807,53477,11,6.44
02/24/2022,51345,65892,1,4.26
02/24/2022,16988,18483,7,4.15
02/24/2022,91605,97627,9,12.15
02/24/2022,33185,34534,28,3.27
02/24/2022,18330,17829,128,2.94
02/24/2022,98272,98506,60,4.09
02/24/2022,22010,28741,53,6.3
02/24/2022,78665,30964,2,15.07
02/24/2022,37531,77131,140,23.32
02/24/2022,43147,51644,14,17.27
02/24/2022,30964,30930,10,3.79
02/24/2022,53679,54401,2,3.18
02/24/2022,56495,57721,2,4.02
02/24/2022,48873,54212,1,6.24
02/24/2022,55337,57432,5,8.17
02/24/2022,40285,49697,15,8.0
02/24/2022,76107,79853,10,3.64
02/24/2022,74693,31100,7,14.54
02/24/2022,18330,17829,5,2.94
02/24/2022,31100,62185,2,12.75
02/24/2022,68792,57432,6,8.72
02/24/2022,31100,30964,12,6.35
02/24/2022,68596,68434,43,4.59
02/24/2022,59053,59090,5,4.42
02/24/2022,48939,48404,5,2.78
02/24/2022,92679,90967,29,6.36
02/24/2022,80404,80790,44,3.86
02/24/2022,55337,55179,49,3.53
02/24/2022,77439,76414,29,5.81
02/24/2022,54331,67690,10,6.47
02/24/2022,92936,30964,10,24.0
02/24/2022,75292,76380,13,5.12
02/24/2022,97627,83392,96,9.87
02/24/2022,55337,68596,2,10.68
02/24/2022,80143,59053,14,12.5
02/24/2022,68566,68920,4,5.0
02/24/2022,55208,80769,50,18.01
02/24/2022,51028,51345,60,5.52
02/24/2022,93239,94553,15,4.88
02/24/2022,54936,66950,42,13.01
02/24/2022,95726,90967,5,5.52
02/25/2022,97808,90967,4,12.6
02/25/2022,83238,83462,48,6.48
02/25/2022,97432,97479,8,4.03
02/25/2022,30930,31100,7,4.61
02/25/2022,30964,30930,3,3.79
02/25/2022,57721,46117,8,13.74
02/25/2022,68566,53679,1,15.62
02/25/2022,94390,94553,10,6.68
02/25/2022,55208,28255,48,24.0
02/25/2022,38009,37531,11,6.32
02/25/2022,94553,92834,165,2.94
02/25/2022,54401,51345,13,11.91
02/25/2022,37531,38007,1,8.37
02/25/2022,76107,76380,4,3.96
02/25/2022,55454,55588,1,7.31
02/25/2022,23516,23569,2,7.29
02/25/2022,51345,52245,49,4.73
02/25/2022,54795,54971,3,6.84
02/25/2022,57325,57721,52,6.21
02/25/2022,52245,74753,2,11.48
02/25/2022,54992,30964,14,21.1
02/25/2022,54992,56510,14,3.55
02/25/2022,48964,51915,135,9.53
02/25/2022,55337,58339,14,8.85
02/25/2022,76107,78196,5,7.4
02/25/2022,78718,79853,20,3.57
02/25/2022,40285,41147,55,5.98
02/25/2022,69227,43122,1,24.0
02/25/2022,66350,52514,3,5.97
02/25/2022,31100,30930,15,4.61
02/25/2022,74917,78097,30,10.4
02/25/2022,79109,79853,42,5.9
02/25/2022,66555,66062,49,8.05
02/25/2022,53679,53782,12,3.95
02/25/2022,34834,28841,50,10.08
02/25/2022,81463,80790,2,4.42
02/25/2022,40285,41147,15,5.98
02/25/2022,48939,48873,2,3.5
02/25/2022,76880,76107,5,2.77
02/25/2022,57721,56495,2,4.02
02/25/2022,55179,56495,44,4.84
02/25/2022,57721,56123,71,3.93
02/25/2022,51769,52294,9,3.59
02/25/2022,30964,31899,40,3.99
02/25/2022,46617,53679,6,5.71
02/26/2022,92822,75092,43,24.0
02/26/2022,91446,95997,30,4.63
02/26/2022,95340,94553,39,4.69
02/26/2022,68737,69227,12,4.38
02/26/2022,75980,48155,14,24.0
02/26/2022,63294,64578,2,3.25
02/26/2022,57432,57342,9,6.0
02/26/2022,48029,48873,8,3.21
02/26/2022,63033,57721,34,11.19
02/26/2022,46753,46617,9,4.18
02/26/2022,81463,80769,14,3.96
02/26/2022,45228,55588,23,18.49
02/26/2022,23569,30930,46,8.17
02/26/2022,46853,68206,9,17.62
02/26/2022,41147,38290,5,8.55
02/26/2022,97346,97808,105,3.81
02/26/2022,52227,57721,14,7.62
02/26/2022,57721,57644,14,6.4
02/26/2022,77839,79853,2,4.13
02/26/2022,52245,51704,10,5.87
02/26/2022,55337,57627,6,9.4
02/26/2022,93620,90102,11,3.53
02/26/2022,38533,37531,12,4.62
02/26/2022,30964,40520,6,10.23
02/26/2022,66220,83545,14,22.7
02/26/2022,37531,34450,1,14.66
02/26/2022,77439,66350,4,16.51
02/26/2022,37531,38533,14,4.62
02/26/2022,40285,40896,3,9.33
02/26/2022,23516,22339,15,4.27
02/26/2022,76107,78445,4,3.47
02/26/2022,53679,56495,15,7.8
02/26/2022,68596,62185,7,11.27
02/26/2022,85305,45688,1,24.0
02/27/2022,97808,97136,3,4.01
02/27/2022,47118,46638,103,5.11
02/27/2022,55337,55588,8,4.93
02/27/2022,76107,79104,10,6.11
02/27/2022,55337,48939,91,10.88
02/27/2022,69227,68206,8,7.39
02/27/2022,55588,55686,43,5.52
02/27/2022,45480,45046,6,6.45
02/27/2022,74693,79853,7,9.29
02/27/2022,46117,47794,15,8.53
02/27/2022,90072,95135,47,4.77
02/27/2022,41115,41147,32,4.37
02/27/2022,76107,76880,9,2.77
02/27/2022,54401,56510,15,6.8
02/27/2022,51644,51345,5,4.0
02/27/2022,68155,68206,1,3.94
02/27/2022,78955,37531,10,18.1
02/27/2022,47794,46612,5,7.22
02/27/2022,85712,85052,30,5.91
02/27/2022,76380,41147,20,21.88
02/27/2022,55337,56495,4,3.37
02/27/2022,90967,97479,2,13.84
02/27/2022,79853,76880,14,3.99
02/27/2022,83545,94039,5,11.66
02/27/2022,55337,55588,8,4.93
02/27/2022,78718,76795,4,4.14
02/27/2022,51644,52294,9,5.85
02/27/2022,85712,85305,11,5.61
02/27/2022,79104,76880,7,5.35
02/27/2022,17829,16988,79,3.02
02/27/2022,98272,97808,4,6.68
02/27/2022,77826,79104,6,7.68
02/27/2022,79853,77877,131,6.44
02/27/2022,86274,85305,10,7.58
02/27/2022,44727,43122,134,5.23
02/27/2022,97923,91407,9,13.54
02/27/2022,76107,76880,23,2.77
02/27/2022,18330,19686,1,5.12
02/27/2022,91446,92834,8,4.37
02/28/2022,62185,61111,120,4.3
02/28/2022,59053,92834,45,15.77
02/28/2022,99279,98272,37,3.02
02/28/2022,66062,67273,6,6.74
02/28/2022,55337,56495,9,3.37
02/28/2022,58039,58339,145,3.42
02/28/2022,42612,40683,9,3.06
02/28/2022,42640,41542,165,4.95
02/28/2022,37531,43122,9,7.49
02/28/2022,97808,97363,14,2.29
02/28/2022,16237,18483,10,2.98
02/28/2022,23516,30964,52,14.26
02/28/2022,28255,27541,153,4.24
02/28/2022,37531,37247,31,3.62
02/28/2022,30964,31100,15,6.35
02/28/2022,49879,56510,2,11.62
02/28/2022,73936,54331,1,12.72
02/28/2022,30964,30398,8,7.0
02/28/2022,94553,52514,4,24.0
02/28/2022,68596,53679,57,13.88
02/28/2022,92834,94553,8,2.94
02/28/2022,80092,80769,43,6.13
02/28/2022,51644,52245,123,4.0
02/28/2022,97808,97080,36,3.81
02/28/2022,53513,53477,14,4.74
02/28/2022,74173,77826,15,9.71
02/28/2022,67958,67278,44,5.79
02/28/2022,68620,68566,46,4.42
02/28/2022,46617,46715,49,7.02
02/28/2022,55337,56510,4,4.4
02/28/2022,95135,92679,6,3.74
02/28/2022,91446,92936,8,5.03
02/28/2022,51820,68807,13,4.7
02/28/2022,53324,53679,4,5.01
02/28/2022,53679,54795,54,5.78
02/28/2022,77826,79853,13,2.98
02/28/2022,75980,37531,4,24.0
02/28/2022,78718,34450,15,20.24
02/28/2022,58339,62185,15,17.25
02/28/2022,55588,56495,5,3.85
02/28/2022,30964,30930,9,3.79
02/28/2022,52294,52377,43,4.53
02/28/2022,55337,56123,6,3.12
02/28/2022,53477,57432,7,11.13
02/28/2022,50857,53324,9,11.0
02/28/2022,91446,95726,36,3.85
02/28/2022,61013,54466,6,6.52
02/28/2022,28530,97479,8,24.0
02/28/2022,58339,58039,13,3.42
02/28/2022,66429,66350,12,6.39
02/28/2022,79853,76107,50,3.64
02/28/2022,63899,56495,10,12.53
03/01/2022,54992,55337,13,5.78
03/01/2022,54466,53941,4,4.8
03/01/2022,94553,91445,1,7.18
03/01/2022,76880,77877,56,5.26
03/01/2022,79104,78718,15,5.82
03/01/2022,54936,53679,10,3.46
03/01/2022,55588,55337,3,4.93
03/01/2022,79713,78718,53,3.1
03/01/2022,76880,79481,7,5.48
03/01/2022,73703,73517,39,2.28
03/01/2022,52730,63231,15,5.14
03/01/2022,77439,31100,14,18.28
03/01/2022,54596,57342,3,8.96
03/01/2022,74693,74933,13,4.54
03/01/2022,57627,55337,3,9.4
03/01/2022,55606,56345,9,5.19
03/01/2022,59127,59901,2,3.56
03/01/2022,77826,79203,6,2.83
03/01/2022,55337,56479,6,4.71
03/01/2022,91446,94390,12,4.41
03/01/2022,66429,67856,2,3.8
03/01/2022,30964,30930,179,3.79
03/01/2022,68015,68566,37,4.6
03/01/2022,52514,52245,2,3.53
03/01/2022,79104,78718,15,5.82
03/01/2022,16237,17829,6,5.85
03/01/2022,62185,61272,8,3.01
03/01/2022,83322,83545,15,3.47
03/01/2022,68737,68596,10,4.17
03/01/2022,54877,53679,14,5.36
03/01/2022,55337,56510,49,4.4
03/01/2022,92834,92462,14,4.25
03/01/2022,50857,51345,10,5.39
03/01/2022,45228,43122,2,3.3
03/01/2022,53679,53941,1,3.87
03/01/2022,97627,78504,51,24.0
03/01/2022,85712,85305,7,5.61
03/01/2022,60202,62185,9,2.15
03/01/2022,85305,85319,4,6.1
03/01/2022,49591,52227,5,8.55
03/01/2022,85583,68566,9,17.14
03/01/2022,55337,54971,8,8.17
03/01/2022,68566,68735,15,5.78
03/01/2022,66552,68609,87,6.2
03/01/2022,58856,58244,135,5.29
03/01/2022,76107,76380,32,3.96
03/01/2022,30964,38009,8,5.91
03/02/2022,69237,68566,9,7.16
03/02/2022,55588,97183,14,24.0
03/02/2022,97172,97363,5,3.67
03/02/2022,85052,85712,34,5.91
03/02/2022,85305,85052,3,4.93
03/02/2022,58856,58039,12,2.93
03/02/2022,74933,76107,43,7.93
03/02/2022,67888,67026,30,6.19
03/02/2022,56495,56510,7,4.45
03/02/2022,55179,56495,5,4.84
03/02/2022,54795,61213,9,10.55
03/02/2022,92834,97808,54,10.26
03/02/2022,63231,65865,10,2.85
03/02/2022,31100,37531,57,6.85
03/02/2022,76107,76880,3,2.77
03/02/2022,45228,53332,12,13.01
03/02/2022,53679,66350,5,13.02
03/02/2022,55337,51820,7,7.17
03/02/2022,76107,74917,11,10.17
03/02/2022,66221,67026,12,4.17
03/02/2022,48939,46061,53,8.55
03/02/2022,74267,74917,12,5.42
03/02/2022,97808,97627,123,4.84
03/02/2022,55179,55337,77,3.53
03/02/2022,77877,94295,14,24.0
03/02/2022,76107,78718,5,4.36
03/02/2022,58856,67205,6,15.06
03/02/2022,53679,54195,15,3.04
03/02/2022,76380,76880,13,3.71
03/02/2022,52294,51375,1,4.5
03/02/2022,92462,95135,5,4.25
03/02/2022,94390,92616,11,4.14
03/02/2022,83545,83574,9,2.96
03/02/2022,52294,68737,6,10.76
03/02/2022,52894,53679,8,7.34
03/02/2022,64900,46061,32,12.33
03/02/2022,37531,28898,10,12.2
03/02/2022,61964,61523,6,4.52
03/02/2022,30964,31899,14,3.99
03/02/2022,37531,28740,12,10.62
03/02/2022,66257,67026,13,4.54
03/02/2022,53324,53679,4,5.01
03/02/2022,80803,80668,15,2.29
03/02/2022,92682,49697,11,24.0
03/02/2022,52730,63294,4,4.8
03/02/2022,59901,67026,150,15.37
03/03/2022,97823,97346,7,7.28
03/03/2022,55337,56495,30,3.37
03/03/2022,12318,11682,6,4.29
03/03/2022,76880,78779,13,3.91
03/03/2022,37531,53679,41,11.0
03/03/2022,98593,99142,1,3.87
03/03/2022,22339,24316,8,4.45
03/03/2022,68566,68596,14,4.14
03/03/2022,76107,78955,19,4.52
03/03/2022,79036,76107,8,3.46
03/03/2022,95135,90294,5,3.8
03/03/2022,94553,91526,6,5.38
03/03/2022,27694,55337,1,24.0
03/03/2022,74933,31100,14,16.39
03/03/2022,52245,50490,8,6.0
03/03/2022,76107,76725,10,2.65
03/03/2022,16988,18330,134,2.64
03/03/2022,91446,90066,3,6.77
03/03/2022,85052,85305,156,4.93
03/03/2022,53679,53324,33,5.01
03/03/2022,75980,76880,10,5.61
03/03/2022,76107,54943,15,24.0
03/03/2022,67690,67888,6,6.36
03/03/2022,68360,68596,15,6.3
03/03/2022,63899,52245,46,7.7
03/03/2022,53679,54971,10,3.06
03/03/2022,55422,55337,53,6.05
03/03/2022,57721,56495,3,4.02
03/03/2022,85305,85055,13,9.11
03/03/2022,67888,52730,12,7.21
03/03/2022,95340,92834,12,5.6
03/03/2022,75398,79881,1,7.6
03/03/2022,57432,57183,14,6.22
03/03/2022,53679,63033,15,11.17
03/03/2022,66062,56495,40,15.05
03/03/2022,53679,53477,7,4.91
03/03/2022,30930,30964,2,3.79
03/03/2022,48404,53679,7,5.66
03/03/2022,55337,51345,20,10.63
03/03/2022,34534,31100,134,11.41
03/03/2022,30964,31589,3,9.48
03/03/2022,16988,19001,6,3.06
03/03/2022,92834,94039,26,3.61
03/03/2022,77826,55337,12,21.81
03/03/2022,67026,57627,8,11.8
03/03/2022,46061,47898,124,4.02
03/03/2022,75788,77193,75,5.7
03/03/2022,92834,92936,10,6.66
03/03/2022,85052,86488,10,4.2
03/03/2022,34534,34450,15,3.71
03/03/2022,56495,55588,1,3.85
03/04/2022,76107,79183,8,3.68
03/04/2022,28841,31100,39,5.43
03/04/2022,97479,94039,1,9.91
03/04/2022,56345,51345,12,6.3
03/04/2022,46065,47898,5,3.97
03/04/2022,69005,55208,9,12.31
03/04/2022,99142,59004,7,12.48
03/04/2022,76978,76107,54,3.65
03/04/2022,53935,53324,35,4.19
03/04/2022,94039,99127,5,13.41
03/04/2022,37531,38080,57,7.51
03/04/2022,74933,74173,3,5.73
03/04/2022,54795,76107,13,24.0
03/04/2022,55208,55337,6,3.36
03/04/2022,31994,30964,7,5.08
03/04/2022,54695,53679,34,3.62
03/04/2022,97994,97479,14,6.97
03/04/2022,51382,57764,1,5.17
03/04/2022,66062,67888,6,4.74
03/04/2022,74581,57721,36,16.72
03/04/2022,53679,53324,148,5.01
03/04/2022,67205,66062,44,4.08
03/04/2022,55588,55337,9,4.93
03/04/2022,52294,40285,20,12.73
03/04/2022,98272,55337,13,24.0
03/04/2022,77839,76107,11,3.41
03/04/2022,97319,37531,32,24.0
03/04/2022,66221,46406,1,13.29
03/04/2022,52730,53679,2,9.67
03/04/2022,80143,55588,4,15.01
03/04/2022,55337,55588,4,4.93
03/04/2022,68737,53679,35,15.83
03/04/2022,40285,41147,30,5.98
